chr	start	end	name	score	strand	cluster_ID	cluster_ACC
1	9068878	9070030	ENSTNIG00000001027	.	-	C37	PF00001
1	10442744	10459360	ENSTNIG00000013763	.	-	C615	PF00096
1	10465223	10469383	ENSTNIG00000013764	.	+	C615	PF00096
1	10469678	10474014	ENSTNIG00000013765	.	-	C615	PF00096
1	10482758	10489125	ENSTNIG00000013766	.	+	C615	PF00096
1	10491248	10504833	ENSTNIG00000013767	.	+	C615	PF00096
1	10508579	10509678	ENSTNIG00000013768	.	+	C615	PF00096
1	10512436	10514079	ENSTNIG00000013769	.	+	C615	PF00096
1	10520602	10521730	ENSTNIG00000013770	.	+	C615	PF00096
1	12845635	12849274	ENSTNIG00000013171	.	-	C248	PF00041
1	12850656	12853632	ENSTNIG00000013172	.	-	C248	PF00041
1	12854807	12862993	ENSTNIG00000013173	.	-	C248	PF00041
1	12870123	12874915	ENSTNIG00000013174	.	-	C248	PF00041
1	12876337	12878724	ENSTNIG00000013175	.	-	C248	PF00041
1	12879936	12882542	ENSTNIG00000013176	.	+	C248	PF00041
1	12884711	12890443	ENSTNIG00000013177	.	-	C248	PF00041
1	12893235	12895037	ENSTNIG00000013178	.	+	C248	PF00041
1	12897163	12901777	ENSTNIG00000013179	.	-	C248	PF00041
1	12924514	12925561	ENSTNIG00000013183	.	-	C516	PF00071
1	12924514	12925561	ENSTNIG00000013183	.	-	C1780	PF08477
1	14215275	14217244	ENSTNIG00000006639	.	-	C99	PF00008
1	14215275	14217244	ENSTNIG00000006639	.	-	C1517	PF07645
1	14215275	14217244	ENSTNIG00000006639	.	-	C1736	PF07974
1	14218487	14221682	ENSTNIG00000006638	.	-	C99	PF00008
1	14218487	14221682	ENSTNIG00000006638	.	-	C1517	PF07645
1	14218487	14221682	ENSTNIG00000006638	.	-	C1736	PF07974
1	14223821	14230231	ENSTNIG00000006637	.	+	C99	PF00008
1	14223821	14230231	ENSTNIG00000006637	.	+	C1517	PF07645
1	14223821	14230231	ENSTNIG00000006637	.	+	C1736	PF07974
1	14238855	14246665	ENSTNIG00000006636	.	+	C99	PF00008
1	14238855	14246665	ENSTNIG00000006636	.	+	C1517	PF07645
1	14238855	14246665	ENSTNIG00000006636	.	+	C1736	PF07974
1	14251543	14262766	ENSTNIG00000006635	.	+	C99	PF00008
1	14251543	14262766	ENSTNIG00000006635	.	+	C1517	PF07645
1	14251543	14262766	ENSTNIG00000006635	.	+	C1736	PF07974
1	14265309	14274311	ENSTNIG00000006634	.	+	C99	PF00008
1	14265309	14274311	ENSTNIG00000006634	.	+	C1517	PF07645
1	14265309	14274311	ENSTNIG00000006634	.	+	C1736	PF07974
1	14278886	14282567	ENSTNIG00000006633	.	+	C99	PF00008
1	14278886	14282567	ENSTNIG00000006633	.	+	C1517	PF07645
1	14278886	14282567	ENSTNIG00000006633	.	+	C1736	PF07974
1	14346275	14347424	ENSTNIG00000006625	.	-	C466	PF00069
1	14360984	14362578	ENSTNIG00000006624	.	+	C466	PF00069
1	14364069	14366208	ENSTNIG00000006623	.	-	C466	PF00069
1	14370650	14372641	ENSTNIG00000006622	.	-	C466	PF00069
1	14379241	14385370	ENSTNIG00000010702	.	-	C466	PF00069
1	14394954	14407673	ENSTNIG00000010701	.	+	C466	PF00069
1	14410975	14413816	ENSTNIG00000010700	.	-	C466	PF00069
1	14419748	14427038	ENSTNIG00000010699	.	+	C466	PF00069
1	14746633	14757505	ENSTNIG00000019644	.	-	C916	PF00412
1	14761610	14768221	ENSTNIG00000005113	.	+	C916	PF00412
1	14768812	14772542	ENSTNIG00000005112	.	-	C916	PF00412
1	14945312	14952756	ENSTNIG00000015452	.	-	C133	PF00017
1	16196540	16198168	ENSTNIG00000015522	.	+	C1100	PF00651
1	16196540	16198168	ENSTNIG00000015522	.	+	C1236	PF01344
1	16196540	16198168	ENSTNIG00000015522	.	+	C1529	PF07646
1	16196540	16198168	ENSTNIG00000015522	.	+	C1681	PF07707
1	16198435	16199355	ENSTNIG00000015523	.	-	C1100	PF00651
1	16198435	16199355	ENSTNIG00000015523	.	-	C1236	PF01344
1	16198435	16199355	ENSTNIG00000015523	.	-	C1529	PF07646
1	16198435	16199355	ENSTNIG00000015523	.	-	C1681	PF07707
1	16199788	16202242	ENSTNIG00000015524	.	-	C1100	PF00651
1	16199788	16202242	ENSTNIG00000015524	.	-	C1236	PF01344
1	16199788	16202242	ENSTNIG00000015524	.	-	C1529	PF07646
1	16199788	16202242	ENSTNIG00000015524	.	-	C1681	PF07707
1	16203978	16205268	ENSTNIG00000015525	.	-	C1100	PF00651
1	16203978	16205268	ENSTNIG00000015525	.	-	C1236	PF01344
1	16203978	16205268	ENSTNIG00000015525	.	-	C1529	PF07646
1	16203978	16205268	ENSTNIG00000015525	.	-	C1681	PF07707
1	16356069	16359672	ENSTNIG00000015534	.	-	C321	PF00047
1	16356069	16359672	ENSTNIG00000015534	.	-	C1593	PF07679
1	16370308	16375134	ENSTNIG00000015535	.	-	C321	PF00047
1	16370308	16375134	ENSTNIG00000015535	.	-	C1593	PF07679
1	19171272	19171992	ENSTNIG00000010066	.	-	C465	PF00069
1	19172931	19174452	ENSTNIG00000010065	.	-	C465	PF00069
1	19179847	19180990	ENSTNIG00000010064	.	-	C465	PF00069
1	19193343	19197169	ENSTNIG00000010063	.	-	C465	PF00069
1	19198438	19200024	ENSTNIG00000001174	.	-	C465	PF00069
1	19236603	19238585	ENSTNIG00000010061	.	+	C1036	PF00595
1	19239779	19245818	ENSTNIG00000010060	.	+	C1036	PF00595
1	19250618	19254149	ENSTNIG00000010059	.	-	C1036	PF00595
1	19256406	19260300	ENSTNIG00000006083	.	-	C1036	PF00595
1	19263002	19265264	ENSTNIG00000006084	.	+	C1036	PF00595
1	19266498	19269577	ENSTNIG00000006085	.	+	C1036	PF00595
1	19271542	19272679	ENSTNIG00000006086	.	-	C1036	PF00595
1	19278128	19280615	ENSTNIG00000006087	.	+	C1036	PF00595
1	19282382	19286775	ENSTNIG00000000364	.	+	C1036	PF00595
1	19287659	19288952	ENSTNIG00000006088	.	+	C1036	PF00595
1	19868029	19869421	ENSTNIG00000010168	.	-	C464	PF00069
1	19873820	19879985	ENSTNIG00000010167	.	-	C464	PF00069
1	19897317	19899445	ENSTNIG00000010165	.	-	C464	PF00069
1	19951025	19951784	ENSTNIG00000004323	.	-	C1433	PF03366
1	20014381	20016760	ENSTNIG00000018123	.	+	C98	PF00008
1	20020049	20034952	ENSTNIG00000018122	.	+	C98	PF00008
1	20035569	20039238	ENSTNIG00000018121	.	-	C98	PF00008
1	20292846	20293574	ENSTNIG00000000173	.	-	C958	PF00515
1	20377514	20399773	ENSTNIG00000018106	.	-	C463	PF00069
1	20377514	20399773	ENSTNIG00000018106	.	-	C1699	PF07714
1	20818571	20820418	ENSTNIG00000018093	.	+	C462	PF00069
1	20818571	20820418	ENSTNIG00000018093	.	+	C1700	PF07714
1	20841731	20844244	ENSTNIG00000018092	.	-	C462	PF00069
1	20841731	20844244	ENSTNIG00000018092	.	-	C1700	PF07714
1	20864707	20865370	ENSTNIG00000018091	.	+	C462	PF00069
1	20864707	20865370	ENSTNIG00000018091	.	+	C1700	PF07714
1	20868425	20879292	ENSTNIG00000018090	.	-	C462	PF00069
1	20868425	20879292	ENSTNIG00000018090	.	-	C1700	PF07714
1	21414471	21419632	ENSTNIG00000000290	.	-	C1494	PF05805
1	21774658	21778387	ENSTNIG00000008222	.	+	C1326	PF01833
1	21931218	21933272	ENSTNIG00000008226	.	-	C1242	PF01370
1	21972782	21974659	ENSTNIG00000008229	.	+	C1242	PF01370
1	21975617	21978771	ENSTNIG00000008230	.	+	C528	PF00079
1	21982566	21983213	ENSTNIG00000008227	.	+	C1242	PF01370
1	22053546	22059796	ENSTNIG00000000353	.	-	C1075	PF00640
1	22092871	22093423	ENSTNIG00000008234	.	-	C1047	PF00615
1	22094640	22096855	ENSTNIG00000008235	.	-	C1047	PF00615
1	22097785	22100344	ENSTNIG00000002444	.	-	C1047	PF00615
1	22867949	22875938	ENSTNIG00000006232	.	+	C132	PF00017
1	22876650	22877791	ENSTNIG00000006233	.	-	C132	PF00017
1	22878915	22879813	ENSTNIG00000006234	.	+	C132	PF00017
10	1684982	1687098	ENSTNIG00000008911	.	-	C461	PF00069
10	1690592	1702193	ENSTNIG00000008910	.	+	C461	PF00069
10	3122829	3133499	ENSTNIG00000016885	.	-	C770	PF00169
10	3122829	3133499	ENSTNIG00000016885	.	-	C1034	PF00595
10	3166833	3170199	ENSTNIG00000016887	.	-	C770	PF00169
10	3170657	3174737	ENSTNIG00000016888	.	+	C770	PF00169
10	3517897	3520206	ENSTNIG00000016896	.	+	C616	PF00096
10	3522010	3523575	ENSTNIG00000016897	.	+	C1203	PF01073
10	3522010	3523575	ENSTNIG00000016897	.	+	C1243	PF01370
10	3524361	3527063	ENSTNIG00000016898	.	+	C1203	PF01073
10	3524361	3527063	ENSTNIG00000016898	.	+	C1243	PF01370
10	3528395	3529262	ENSTNIG00000016899	.	-	C1203	PF01073
10	3528395	3529262	ENSTNIG00000016899	.	-	C1243	PF01370
10	3532603	3533380	ENSTNIG00000016900	.	-	C1203	PF01073
10	3532603	3533380	ENSTNIG00000016900	.	-	C1243	PF01370
10	3534408	3536963	ENSTNIG00000016901	.	-	C1203	PF01073
10	3534408	3536963	ENSTNIG00000016901	.	-	C1243	PF01370
10	3537533	3543863	ENSTNIG00000016902	.	-	C1203	PF01073
10	3537533	3543863	ENSTNIG00000016902	.	-	C1243	PF01370
10	3547649	3552308	ENSTNIG00000016903	.	+	C1203	PF01073
10	3547649	3552308	ENSTNIG00000016903	.	+	C1243	PF01370
10	3549975	3554475	ENSTNIG00000016904	.	-	C1203	PF01073
10	3549975	3554475	ENSTNIG00000016904	.	-	C1243	PF01370
10	3555353	3563279	ENSTNIG00000016905	.	-	C1203	PF01073
10	3555353	3563279	ENSTNIG00000016905	.	-	C1243	PF01370
10	3567539	3569504	ENSTNIG00000016906	.	-	C1203	PF01073
10	3567539	3569504	ENSTNIG00000016906	.	-	C1243	PF01370
10	3569328	3573840	ENSTNIG00000016907	.	+	C1203	PF01073
10	3569328	3573840	ENSTNIG00000016907	.	+	C1243	PF01370
10	4271192	4275497	ENSTNIG00000017461	.	+	C769	PF00169
10	4278195	4279597	ENSTNIG00000017460	.	-	C769	PF00169
10	4282612	4294376	ENSTNIG00000017459	.	-	C769	PF00169
10	4749782	4750351	ENSTNIG00000001672	.	+	C515	PF00071
10	4749782	4750351	ENSTNIG00000001672	.	+	C1779	PF08477
10	4768604	4779726	ENSTNIG00000017438	.	+	C515	PF00071
10	4768604	4779726	ENSTNIG00000017438	.	+	C1779	PF08477
10	4798309	4804494	ENSTNIG00000017437	.	+	C515	PF00071
10	4798309	4804494	ENSTNIG00000017437	.	+	C1779	PF08477
10	4809056	4818644	ENSTNIG00000017436	.	-	C515	PF00071
10	4809056	4818644	ENSTNIG00000017436	.	-	C1779	PF08477
10	4820933	4825405	ENSTNIG00000017435	.	-	C515	PF00071
10	4820933	4825405	ENSTNIG00000017435	.	-	C1779	PF08477
10	4860154	4862226	ENSTNIG00000017431	.	-	C97	PF00008
10	4860154	4862226	ENSTNIG00000017431	.	-	C1735	PF07974
10	4863573	4872812	ENSTNIG00000017430	.	+	C97	PF00008
10	4863573	4872812	ENSTNIG00000017430	.	+	C1735	PF07974
10	4886122	4889414	ENSTNIG00000017429	.	+	C97	PF00008
10	4886122	4889414	ENSTNIG00000017429	.	+	C1735	PF07974
10	4896478	4900000	ENSTNIG00000017428	.	-	C97	PF00008
10	4896478	4900000	ENSTNIG00000017428	.	-	C1735	PF07974
10	4904129	4911812	ENSTNIG00000017427	.	-	C97	PF00008
10	4904129	4911812	ENSTNIG00000017427	.	-	C1735	PF07974
10	5036926	5043894	ENSTNIG00000017414	.	+	C798	PF00198
10	5036926	5043894	ENSTNIG00000017414	.	+	C867	PF00364
10	5779817	5780940	ENSTNIG00000017370	.	+	C1352	PF02207
10	5785011	5786987	ENSTNIG00000017369	.	+	C1352	PF02207
10	5787698	5790920	ENSTNIG00000017368	.	+	C1352	PF02207
10	5791111	5792187	ENSTNIG00000001469	.	-	C1352	PF02207
10	5797619	5799705	ENSTNIG00000017367	.	+	C1352	PF02207
10	5800307	5801078	ENSTNIG00000017366	.	-	C1352	PF02207
10	5805646	5813808	ENSTNIG00000001223	.	+	C1352	PF02207
10	5818288	5841332	ENSTNIG00000017365	.	-	C1352	PF02207
10	5849803	5857673	ENSTNIG00000017364	.	+	C1352	PF02207
10	6043866	6044482	ENSTNIG00000017346	.	+	C275	PF00046
10	6397397	6410186	ENSTNIG00000017310	.	+	C176	PF00023
10	7361409	7363012	ENSTNIG00000017272	.	+	C1489	PF05653
10	7430170	7436361	ENSTNIG00000017266	.	+	C768	PF00169
10	7846402	7850233	ENSTNIG00000017248	.	-	C1235	PF01344
10	7846402	7850233	ENSTNIG00000017248	.	-	C1528	PF07646
10	8653300	8659457	ENSTNIG00000017221	.	+	C1337	PF02063
10	8661978	8663591	ENSTNIG00000017220	.	-	C131	PF00017
10	8661978	8663591	ENSTNIG00000017220	.	-	C155	PF00018
10	8661978	8663591	ENSTNIG00000017220	.	-	C460	PF00069
10	8661978	8663591	ENSTNIG00000017220	.	-	C1557	PF07653
10	8661978	8663591	ENSTNIG00000017220	.	-	C1706	PF07714
10	9010011	9012452	ENSTNIG00000017200	.	+	C247	PF00041
10	9209594	9210831	ENSTNIG00000001460	.	-	C1633	PF07686
10	9215461	9215925	ENSTNIG00000001416	.	+	C1562	PF07654
10	9216813	9217262	ENSTNIG00000001422	.	+	C1562	PF07654
10	9220216	9221919	ENSTNIG00000004029	.	-	C1633	PF07686
10	9222132	9223358	ENSTNIG00000000043	.	+	C1562	PF07654
10	9223549	9224013	ENSTNIG00000000854	.	+	C1562	PF07654
10	9227764	9228228	ENSTNIG00000001212	.	+	C1562	PF07654
10	9228954	9230009	ENSTNIG00000001366	.	-	C322	PF00047
10	9228954	9230009	ENSTNIG00000001366	.	-	C1633	PF07686
10	9233501	9233994	ENSTNIG00000000109	.	+	C322	PF00047
10	9237746	9239868	ENSTNIG00000019823	.	+	C322	PF00047
10	9237746	9239868	ENSTNIG00000019823	.	+	C1633	PF07686
10	9242159	9246204	ENSTNIG00000004028	.	-	C322	PF00047
10	9242159	9246204	ENSTNIG00000004028	.	-	C1633	PF07686
10	9247075	9247721	ENSTNIG00000001439	.	-	C322	PF00047
10	9262920	9268313	ENSTNIG00000019430	.	+	C470	PF00069
10	9262920	9268313	ENSTNIG00000019430	.	+	C1133	PF00786
10	9262920	9268313	ENSTNIG00000019430	.	+	C1702	PF07714
10	9269790	9272506	ENSTNIG00000019431	.	-	C470	PF00069
10	9269790	9272506	ENSTNIG00000019431	.	-	C1133	PF00786
10	9269790	9272506	ENSTNIG00000019431	.	-	C1702	PF07714
10	9276348	9281400	ENSTNIG00000019432	.	+	C470	PF00069
10	9276348	9281400	ENSTNIG00000019432	.	+	C1133	PF00786
10	9276348	9281400	ENSTNIG00000019432	.	+	C1702	PF07714
10	9284462	9294532	ENSTNIG00000019433	.	+	C470	PF00069
10	9284462	9294532	ENSTNIG00000019433	.	+	C1133	PF00786
10	9284462	9294532	ENSTNIG00000019433	.	+	C1702	PF07714
10	9295729	9297985	ENSTNIG00000019434	.	+	C470	PF00069
10	9295729	9297985	ENSTNIG00000019434	.	+	C1133	PF00786
10	9295729	9297985	ENSTNIG00000019434	.	+	C1702	PF07714
10	9302853	9304216	ENSTNIG00000019435	.	-	C470	PF00069
10	9302853	9304216	ENSTNIG00000019435	.	-	C1133	PF00786
10	9302853	9304216	ENSTNIG00000019435	.	-	C1702	PF07714
10	9927680	9934615	ENSTNIG00000010289	.	+	C41	PF00001
10	9949478	9954797	ENSTNIG00000010290	.	+	C41	PF00001
10	10901506	10907393	ENSTNIG00000019268	.	+	C680	PF00107
10	10921712	10924593	ENSTNIG00000019271	.	-	C831	PF00249
10	10921712	10924593	ENSTNIG00000019271	.	-	C1278	PF01448
10	10927445	10936813	ENSTNIG00000019272	.	-	C831	PF00249
10	10927445	10936813	ENSTNIG00000019272	.	-	C1278	PF01448
10	11305627	11315722	ENSTNIG00000019293	.	-	C845	PF00307
10	11320753	11323360	ENSTNIG00000019294	.	+	C845	PF00307
10	11329856	11334732	ENSTNIG00000019295	.	+	C845	PF00307
10	11335873	11338767	ENSTNIG00000019296	.	-	C845	PF00307
10	11341021	11348517	ENSTNIG00000019297	.	-	C845	PF00307
10	11350493	11352220	ENSTNIG00000019298	.	-	C845	PF00307
10	11510329	11511822	ENSTNIG00000019312	.	-	C979	PF00536
10	11513101	11515619	ENSTNIG00000019313	.	+	C979	PF00536
10	11520371	11524047	ENSTNIG00000019314	.	-	C979	PF00536
10	11520371	11524047	ENSTNIG00000019314	.	-	C617	PF00096
10	11525578	11528008	ENSTNIG00000019315	.	-	C979	PF00536
10	11525578	11528008	ENSTNIG00000019315	.	-	C617	PF00096
10	11530541	11532392	ENSTNIG00000019316	.	+	C617	PF00096
10	11536459	11537456	ENSTNIG00000000960	.	+	C617	PF00096
10	11542340	11547674	ENSTNIG00000019317	.	+	C617	PF00096
10	11548282	11551491	ENSTNIG00000019318	.	-	C617	PF00096
10	11556106	11557590	ENSTNIG00000002024	.	+	C617	PF00096
10	11558485	11560225	ENSTNIG00000019319	.	+	C617	PF00096
10	11561934	11563367	ENSTNIG00000019320	.	+	C617	PF00096
10	11563594	11566861	ENSTNIG00000019321	.	-	C617	PF00096
10	11568549	11570455	ENSTNIG00000000927	.	-	C617	PF00096
10	11570626	11573237	ENSTNIG00000009226	.	+	C617	PF00096
10	12058018	12072850	ENSTNIG00000004109	.	-	C1563	PF07654
10	12042881	12043540	ENSTNIG00000004676	.	+	C323	PF00047
10	12042881	12043540	ENSTNIG00000004676	.	+	C575	PF00090
10	12042881	12043540	ENSTNIG00000004676	.	+	C1634	PF07686
10	12046737	12054870	ENSTNIG00000001220	.	+	C323	PF00047
10	12046737	12054870	ENSTNIG00000001220	.	+	C575	PF00090
10	12051188	12051639	ENSTNIG00000000491	.	+	C323	PF00047
10	12051188	12051639	ENSTNIG00000000491	.	+	C575	PF00090
10	12055928	12061808	ENSTNIG00000001086	.	+	C575	PF00090
10	12058018	12061808	ENSTNIG00000001086	.	+	C1563	PF07654
10	12058018	12064396	ENSTNIG00000000541	.	+	C575	PF00090
10	12065441	12071115	ENSTNIG00000000420	.	+	C323	PF00047
10	12065441	12071115	ENSTNIG00000000420	.	+	C575	PF00090
10	12065441	12071115	ENSTNIG00000000420	.	+	C1563	PF07654
10	12071463	12072850	ENSTNIG00000002425	.	+	C575	PF00090
10	12071463	12072850	ENSTNIG00000002425	.	+	C1634	PF07686
10	12205302	12207595	ENSTNIG00000010531	.	-	C909	PF00400
10	12208311	12209602	ENSTNIG00000010532	.	+	C909	PF00400
10	12211136	12215909	ENSTNIG00000010533	.	+	C909	PF00400
10	12216649	12219201	ENSTNIG00000010534	.	+	C909	PF00400
10	12223246	12225408	ENSTNIG00000000871	.	+	C909	PF00400
10	12226134	12228113	ENSTNIG00000010535	.	+	C909	PF00400
10	12955593	12957645	ENSTNIG00000012385	.	-	C874	PF00382
11	1643452	1647231	ENSTNIG00000010672	.	-	C1063	PF00627
11	1827604	1831130	ENSTNIG00000011107	.	-	C42	PF00001
11	1837151	1839384	ENSTNIG00000011108	.	-	C42	PF00001
11	1840055	1842990	ENSTNIG00000000411	.	+	C42	PF00001
11	1845961	1851402	ENSTNIG00000011109	.	+	C42	PF00001
11	1957464	1962248	ENSTNIG00000011118	.	-	C767	PF00169
11	1965333	1981137	ENSTNIG00000011119	.	+	C767	PF00169
11	1978431	1978962	ENSTNIG00000000590	.	+	C580	PF00092
11	1978431	1978962	ENSTNIG00000000590	.	+	C767	PF00169
11	1978431	1978962	ENSTNIG00000000590	.	+	C1504	PF06668
11	1986800	1990106	ENSTNIG00000011120	.	+	C767	PF00169
11	2003833	2013657	ENSTNIG00000011121	.	-	C767	PF00169
11	2018327	2026032	ENSTNIG00000011122	.	-	C767	PF00169
11	2911563	2914112	ENSTNIG00000007086	.	+	C222	PF00036
11	2917108	2918144	ENSTNIG00000007085	.	-	C222	PF00036
11	2922334	2924489	ENSTNIG00000007084	.	+	C222	PF00036
11	2935680	2937917	ENSTNIG00000007083	.	-	C222	PF00036
11	3402317	3402943	ENSTNIG00000001325	.	+	C622	PF00096
11	3405055	3407563	ENSTNIG00000007065	.	-	C622	PF00096
11	4188569	4191955	ENSTNIG00000014831	.	+	C457	PF00069
11	4203772	4205483	ENSTNIG00000014829	.	-	C457	PF00069
11	4772081	4781775	ENSTNIG00000014800	.	+	C830	PF00248
11	5022526	5024512	ENSTNIG00000014786	.	+	C619	PF00096
11	5026752	5028989	ENSTNIG00000014785	.	+	C619	PF00096
11	5029702	5031443	ENSTNIG00000014784	.	+	C619	PF00096
11	5033714	5037374	ENSTNIG00000014783	.	+	C619	PF00096
11	5037584	5038739	ENSTNIG00000014782	.	-	C619	PF00096
11	5062099	5089251	ENSTNIG00000014781	.	+	C619	PF00096
11	5444187	5445478	ENSTNIG00000014753	.	-	C514	PF00071
11	5444187	5445478	ENSTNIG00000014753	.	-	C1778	PF08477
11	5449677	5452864	ENSTNIG00000014752	.	-	C514	PF00071
11	5449677	5452864	ENSTNIG00000014752	.	-	C1778	PF08477
11	5460038	5461066	ENSTNIG00000001474	.	+	C514	PF00071
11	5460038	5461066	ENSTNIG00000001474	.	+	C1778	PF08477
11	5537259	5545206	ENSTNIG00000014747	.	-	C1260	PF01403
11	5537259	5545206	ENSTNIG00000014747	.	-	C1276	PF01437
11	5548037	5550305	ENSTNIG00000000530	.	-	C1260	PF01403
11	5548037	5550305	ENSTNIG00000000530	.	-	C1276	PF01437
11	6064096	6069938	ENSTNIG00000014717	.	+	C1099	PF00651
11	6073736	6074595	ENSTNIG00000014716	.	+	C1099	PF00651
11	6076555	6078659	ENSTNIG00000014715	.	-	C1099	PF00651
11	6090284	6092956	ENSTNIG00000014713	.	+	C1099	PF00651
11	6098489	6106294	ENSTNIG00000014712	.	+	C1099	PF00651
11	6108496	6113728	ENSTNIG00000014711	.	+	C1099	PF00651
11	6114789	6115859	ENSTNIG00000014710	.	+	C1099	PF00651
11	6117145	6120556	ENSTNIG00000014709	.	+	C1099	PF00651
11	6121270	6128059	ENSTNIG00000014708	.	+	C1099	PF00651
11	6175283	6175833	ENSTNIG00000014703	.	+	C1042	PF00612
11	6175283	6175833	ENSTNIG00000014703	.	+	C1305	PF01576
11	6175283	6175833	ENSTNIG00000014703	.	+	C1370	PF02736
11	6580174	6594479	ENSTNIG00000014666	.	-	C721	PF00153
11	6596020	6596920	ENSTNIG00000014665	.	-	C721	PF00153
11	6824220	6826578	ENSTNIG00000014635	.	-	C154	PF00018
11	6824220	6826578	ENSTNIG00000014635	.	-	C1556	PF07653
11	6828304	6829642	ENSTNIG00000014634	.	-	C154	PF00018
11	6828304	6829642	ENSTNIG00000014634	.	-	C1556	PF07653
11	6837785	6839963	ENSTNIG00000014633	.	-	C154	PF00018
11	6837785	6839963	ENSTNIG00000014633	.	-	C1556	PF07653
11	6841910	6850522	ENSTNIG00000014632	.	+	C154	PF00018
11	6841910	6850522	ENSTNIG00000014632	.	+	C1556	PF07653
11	6850720	6856727	ENSTNIG00000014631	.	+	C154	PF00018
11	6850720	6856727	ENSTNIG00000014631	.	+	C1556	PF07653
11	6857291	6858795	ENSTNIG00000014630	.	-	C154	PF00018
11	6857291	6858795	ENSTNIG00000014630	.	-	C1556	PF07653
11	6863159	6885215	ENSTNIG00000014629	.	-	C154	PF00018
11	6863159	6885215	ENSTNIG00000014629	.	-	C1556	PF07653
11	6887271	6891794	ENSTNIG00000014628	.	-	C154	PF00018
11	6887271	6891794	ENSTNIG00000014628	.	-	C1556	PF07653
11	6892426	6895922	ENSTNIG00000014627	.	-	C154	PF00018
11	6892426	6895922	ENSTNIG00000014627	.	-	C1556	PF07653
11	6963280	6965290	ENSTNIG00000014623	.	-	C44	PF00001
11	7297620	7306042	ENSTNIG00000014599	.	-	C454	PF00069
