Ensembl Gene ID	Pfam ID
ENSG00000281879	PF03414
ENSG00000282873	PF04714
ENSG00000282873	PF04714
ENSG00000283302	
ENSG00000281934	
ENSG00000281175	PF13012
ENSG00000281175	PF01398
ENSG00000281178	PF00010
ENSG00000281178	
ENSG00000281178	PF00010
ENSG00000281178	
ENSG00000281178	PF00010
ENSG00000281178	PF00010
ENSG00000282175	PF00076
ENSG00000281449	
ENSG00000281449	
ENSG00000281449	
ENSG00000281449	
ENSG00000281449	
ENSG00000281449	
ENSG00000281449	
ENSG00000281449	
ENSG00000281449	
ENSG00000280477	PF00616
ENSG00000280477	PF00616
ENSG00000280477	PF00169
ENSG00000280477	PF00779
ENSG00000280477	PF00168
ENSG00000280477	PF00168
ENSG00000282817	
ENSG00000282584	
ENSG00000282663	
ENSG00000279195	
ENSG00000279195	
ENSG00000281840	
ENSG00000282172	PF07686
ENSG00000282119	
ENSG00000282119	
ENSG00000281277	PF00250
ENSG00000281277	
ENSG00000281277	
ENSG00000282437	
ENSG00000282566	
ENSG00000282566	
ENSG00000282566	
ENSG00000281324	PF00057
ENSG00000281324	PF00057
ENSG00000281324	PF00057
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF14670
ENSG00000281324	PF14670
ENSG00000281324	PF14670
ENSG00000281324	PF14670
ENSG00000281324	PF00057
ENSG00000281324	PF00057
ENSG00000281324	PF00057
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF14670
ENSG00000281324	PF14670
ENSG00000281324	PF14670
ENSG00000281324	PF14670
ENSG00000281324	PF00057
ENSG00000281324	PF14670
ENSG00000281324	PF14670
ENSG00000281324	PF14670
ENSG00000281324	PF14670
ENSG00000281324	PF00057
ENSG00000281324	PF00057
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000281324	PF00058
ENSG00000282559	PF00076
ENSG00000280975	PF14968
ENSG00000280975	PF14968
ENSG00000280975	PF14968
ENSG00000282530	PF00076
ENSG00000281987	
ENSG00000282095	PF00076
ENSG00000282298	
ENSG00000282212	
ENSG00000282424	
ENSG00000280831	
ENSG00000280831	
ENSG00000280831	PF03297
ENSG00000282583	
ENSG00000282583	
ENSG00000282583	
ENSG00000281660	PF00782
ENSG00000281818	PF07502
ENSG00000281818	PF07502
ENSG00000281818	
ENSG00000281818	
ENSG00000282688	
ENSG00000282688	
ENSG00000280689	PF10158
ENSG00000280689	PF10158
ENSG00000280689	PF10158
ENSG00000282792	
ENSG00000282792	
ENSG00000280962	PF00782
ENSG00000280962	PF00581
ENSG00000280962	PF00581
ENSG00000280962	
ENSG00000280962	
ENSG00000280495	PF04099
ENSG00000280495	PF04099
ENSG00000280495	PF04099
ENSG00000280495	PF04099
ENSG00000280495	PF04099
ENSG00000280495	PF04099
ENSG00000280495	PF04099
ENSG00000280495	PF04099
ENSG00000280495	PF04099
ENSG00000280774	PF00046
ENSG00000281320	PF00069
ENSG00000281320	PF00069
ENSG00000281320	PF00069
ENSG00000281320	PF00069
ENSG00000281320	PF00069
ENSG00000281320	PF00069
ENSG00000281320	
ENSG00000280682	PF00012
ENSG00000280682	PF00012
ENSG00000280682	PF00012
ENSG00000280682	PF00012
ENSG00000280682	PF00012
ENSG00000280682	PF00012
ENSG00000280682	
ENSG00000280682	PF00012
ENSG00000280682	PF00012
ENSG00000280682	PF00012
ENSG00000280682	
ENSG00000280682	PF00012
ENSG00000280682	PF00012
ENSG00000280682	PF00012
ENSG00000280682	PF00012
ENSG00000280548	PF01269
ENSG00000280548	PF01269
ENSG00000280548	
ENSG00000280548	PF01269
ENSG00000280548	PF01269
ENSG00000280548	PF01269
ENSG00000280548	PF01269
ENSG00000280548	PF01269
ENSG00000280548	PF01269
ENSG00000280548	
ENSG00000281221	PF00004
ENSG00000281221	PF00004
ENSG00000281526	PF01352
ENSG00000281526	
ENSG00000281526	PF01352
ENSG00000281526	PF13912
ENSG00000281526	PF13912
ENSG00000281526	PF13912
ENSG00000281526	PF13912
ENSG00000281526	PF13912
ENSG00000281526	PF13912
ENSG00000281526	PF00096
ENSG00000281526	PF00096
ENSG00000281526	PF00096
ENSG00000281526	PF00096
ENSG00000281526	PF01352
ENSG00000281526	PF00096
ENSG00000281526	PF00096
ENSG00000281526	PF00096
ENSG00000281526	PF00096
ENSG00000281526	PF01352
ENSG00000281526	PF13912
ENSG00000281526	PF13912
ENSG00000281526	PF13912
ENSG00000281526	PF13912
ENSG00000281526	PF13912
ENSG00000281526	PF01352
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF13912
ENSG00000281601	PF13912
ENSG00000281601	PF13912
ENSG00000281601	PF01352
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF13912
ENSG00000281601	PF13912
ENSG00000281601	PF13912
ENSG00000281601	PF01352
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF00096
ENSG00000281601	PF13912
ENSG00000281601	PF13912
ENSG00000281601	PF13912
ENSG00000281601	PF13912
ENSG00000281601	PF13912
ENSG00000281601	PF01352
ENSG00000281601	PF01352
ENSG00000281601	PF01352
ENSG00000280568	PF00096
ENSG00000280568	PF00096
ENSG00000280568	PF00096
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF01352
ENSG00000280568	PF01352
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF00096
ENSG00000280568	PF00096
ENSG00000280568	PF00096
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF00096
ENSG00000280568	PF00096
ENSG00000280568	PF00096
ENSG00000280568	PF01352
ENSG00000280568	PF01352
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF00096
ENSG00000280568	PF00096
ENSG00000280568	PF00096
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF13912
ENSG00000280568	PF00096
ENSG00000280568	PF00096
ENSG00000280568	PF00096
ENSG00000280568	PF01352
ENSG00000280568	PF01352
ENSG00000280568	PF01352
ENSG00000280568	PF01352
ENSG00000280568	PF01352
ENSG00000280568	PF01352
ENSG00000280616	PF12451
ENSG00000280616	PF00637
ENSG00000280616	PF13923
ENSG00000280616	PF00637
ENSG00000280616	PF13923
ENSG00000280616	PF12451
ENSG00000280616	PF13923
ENSG00000280616	PF12451
ENSG00000280616	PF00637
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF08742
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF01826
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF12714
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281123	PF00094
ENSG00000281702	PF01379
ENSG00000281702	PF03900
ENSG00000281702	PF01379
ENSG00000281702	PF01379
ENSG00000281702	PF01379
ENSG00000281702	PF03900
ENSG00000281702	PF03900
ENSG00000281702	PF01379
ENSG00000281702	PF01379
ENSG00000281702	PF01379
ENSG00000281702	PF01379
ENSG00000281702	PF03900
ENSG00000281702	
ENSG00000281702	PF03900
ENSG00000281702	PF01379
ENSG00000281702	
ENSG00000281702	PF01379
ENSG00000281702	PF03900
ENSG00000281702	PF01379
ENSG00000281702	PF01379
ENSG00000281702	PF01379
ENSG00000281702	PF03900
ENSG00000281500	PF07690
ENSG00000283024	PF00004
ENSG00000283024	PF00004
ENSG00000282825	PF02854
ENSG00000282825	PF02854
ENSG00000282825	
ENSG00000282825	
ENSG00000282825	
ENSG00000282825	
ENSG00000283059	
ENSG00000283094	PF00782
ENSG00000283094	PF10409
ENSG00000283094	PF10409
ENSG00000283094	PF00782
ENSG00000283153	PF06229
ENSG00000283153	PF06229
ENSG00000283153	
ENSG00000283153	PF06229
ENSG00000283153	
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF02210
ENSG00000282908	PF00008
ENSG00000282908	PF00008
ENSG00000282908	PF02210
ENSG00000282908	PF02210
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282908	PF00028
ENSG00000282928	PF00069
ENSG00000282928	PF00780
ENSG00000282928	PF00069
ENSG00000282928	PF00780
ENSG00000282928	PF00069
ENSG00000282928	PF00780
ENSG00000282928	PF00069
ENSG00000282928	PF00780
ENSG00000282928	PF00069
ENSG00000282974	PF00326
ENSG00000282974	PF00930
ENSG00000282974	
ENSG00000282974	PF00930
ENSG00000282974	PF00326
ENSG00000282974	PF00930
ENSG00000282974	PF00326
ENSG00000282974	
ENSG00000282974	PF00930
ENSG00000282974	PF00326
ENSG00000282801	PF07686
ENSG00000282163	PF07686
ENSG00000282310	PF07686
ENSG00000283113	PF07686
ENSG00000282758	PF07686
ENSG00000282823	PF07686
ENSG00000282694	PF07686
ENSG00000282447	PF07686
ENSG00000282282	PF07686
ENSG00000281978	PF07686
ENSG00000282402	PF07686
ENSG00000282210	PF07686
ENSG00000282671	PF07686
ENSG00000282666	PF07686
ENSG00000283068	PF00651
ENSG00000283068	PF00651
ENSG00000283068	PF12796
ENSG00000283068	PF00415
ENSG00000283068	PF00415
ENSG00000283068	PF00415
ENSG00000283068	PF00415
ENSG00000283068	PF00415
ENSG00000283068	PF00415
ENSG00000283068	PF00651
ENSG00000283068	PF12796
ENSG00000283068	PF00415
ENSG00000283068	PF12796
ENSG00000283068	PF00415
ENSG00000283068	PF00415
ENSG00000283068	PF00415
ENSG00000283068	PF00651
ENSG00000283068	PF12796
ENSG00000283068	PF12796
ENSG00000283068	PF00651
ENSG00000283068	PF00651
ENSG00000283068	PF00415
ENSG00000283068	PF00415
ENSG00000283068	PF00415
ENSG00000283068	
ENSG00000282025	PF07686
ENSG00000282956	PF00625
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF16666
ENSG00000282956	PF16663
ENSG00000282956	PF00397
ENSG00000282956	PF00397
ENSG00000282956	PF16666
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00397
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF16666
ENSG00000282956	PF00397
ENSG00000282956	PF00397
ENSG00000282956	PF16666
ENSG00000282956	PF00625
ENSG00000282956	PF16663
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00397
ENSG00000282956	PF00397
ENSG00000282956	PF16663
ENSG00000282956	PF00397
ENSG00000282956	PF00397
ENSG00000282956	PF00625
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF16666
ENSG00000282956	PF00625
ENSG00000282956	PF00397
ENSG00000282956	PF00397
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF16663
ENSG00000282956	PF16666
ENSG00000282956	PF16666
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00625
ENSG00000282956	PF00397
ENSG00000282956	PF00397
ENSG00000282956	PF16663
ENSG00000282956	PF16666
ENSG00000282956	PF00397
ENSG00000282956	PF00397
ENSG00000282956	PF16663
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00625
ENSG00000282956	PF16666
ENSG00000282956	PF00397
ENSG00000282956	PF00397
ENSG00000282956	PF16663
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF00595
ENSG00000282956	PF16663
ENSG00000282956	PF00397
ENSG00000282956	PF00397
ENSG00000281933	PF07686
ENSG00000282811	PF07686
ENSG00000282811	PF07686
ENSG00000282394	PF07686
ENSG00000282120	PF07686
ENSG00000282182	PF07686
ENSG00000282182	PF07686
ENSG00000283115	
ENSG00000283115	
ENSG00000283115	
ENSG00000282986	PF10075
ENSG00000282986	PF10075
ENSG00000282986	PF10075
ENSG00000282986	PF10075
ENSG00000282986	PF10075
ENSG00000282986	PF10075
ENSG00000282986	PF10075
ENSG00000282986	PF10075
ENSG00000283085	PF13855
ENSG00000283085	PF13855
ENSG00000283085	PF01462
ENSG00000283085	PF01463
ENSG00000283085	PF13855
ENSG00000283085	PF13855
ENSG00000283085	PF01462
ENSG00000283085	PF01463
ENSG00000283085	PF13855
ENSG00000283085	PF13855
ENSG00000283085	PF01462
ENSG00000283085	PF01463
ENSG00000282844	PF00435
ENSG00000282844	PF00435
ENSG00000282844	PF00435
ENSG00000282844	PF00435
ENSG00000282844	PF08726
ENSG00000282844	PF00307
ENSG00000282844	PF00307
ENSG00000282844	PF08726
ENSG00000282844	PF00435
ENSG00000282844	PF00435
ENSG00000282844	PF00435
ENSG00000282844	PF00435
ENSG00000282844	PF00307
ENSG00000282844	PF08726
ENSG00000282844	PF00307
ENSG00000282844	PF00435
ENSG00000282844	PF00435
ENSG00000282844	PF00307
ENSG00000282844	PF00435
ENSG00000282844	PF08726
ENSG00000282844	PF13499
ENSG00000282844	PF00435
ENSG00000282844	PF00435
ENSG00000282739	PF00153
ENSG00000282739	PF00153
ENSG00000282739	PF00153
ENSG00000282739	PF00153
ENSG00000282739	PF00153
