chr	start	end	name	strand	cluster_id	category
1	149852619	149854274	ENSG00000203852	+	C2215	PF15511
1	149852619	149854274	ENSG00000203852	+	C2252	PF16211
1	149854045	149861210	ENSG00000270276	-	C2252	PF16211
1	149854045	149861210	ENSG00000270276	-	C500	PF00125
1	149884459	149886652	ENSG00000184678	-	C2252	PF16211
1	149887890	149887916	ENSG00000178096	+	C2252	PF16211
1	149887890	149887916	ENSG00000178096	+	C500	PF00125
1	152511791	152512783	ENSG00000279850	-	C2129	PF14672
1	152514502	152516010	ENSG00000169509	+	C2129	PF14672
1	152719522	152720470	ENSG00000198854	+	C2129	PF14672
1	152759561	152762052	ENSG00000203786	+	C2129	PF14672
1	154502219	154548147	ENSG00000163239	+	C92	PF00017
1	154548577	154559028	ENSG00000160714	-	C92	PF00017
1	154567781	154580026	ENSG00000160716	+	C92	PF00017
1	154582062	154627999	ENSG00000160710	-	C92	PF00017
1	154697455	154870280	ENSG00000143603	-	C92	PF00017
1	154924734	154936991	ENSG00000163344	-	C92	PF00017
1	154944076	154956123	ENSG00000163346	-	C92	PF00017
1	154957026	154963853	ENSG00000163348	-	C92	PF00017
1	154962298	154974395	ENSG00000160691	-	C861	PF00628
1	154974653	154979249	ENSG00000173207	+	C861	PF00628
1	154983338	154993111	ENSG00000160688	+	C861	PF00628
1	154993586	154994315	ENSG00000163352	+	C861	PF00628
1	155018520	155018522	ENSG00000160685	+	C1658	PF07782
1	155002630	155018522	ENSG00000160685	+	C861	PF00628
1	155018520	155033781	ENSG00000163354	-	C861	PF00628
1	155033824	155050930	ENSG00000163357	+	C861	PF00628
1	155050566	155050930	ENSG00000143537	+	C1658	PF07782
1	155050566	155062775	ENSG00000143537	+	C861	PF00628
1	155063731	155069553	ENSG00000243364	+	C861	PF00628
1	155063748	155086807	ENSG00000251246	+	C861	PF00628
1	155078872	155087538	ENSG00000143590	+	C861	PF00628
1	155127460	155134857	ENSG00000169242	+	C861	PF00628
1	155135344	155138857	ENSG00000169241	+	C861	PF00628
1	155139891	155140595	ENSG00000179085	-	C861	PF00628
1	155169408	155173475	ENSG00000163463	-	C861	PF00628
1	155169409	155187272	ENSG00000273088	-	C861	PF00628
1	155173787	155184971	ENSG00000163462	+	C861	PF00628
1	155185824	155192916	ENSG00000185499	-	C861	PF00628
1	155188587	155189452	ENSG00000279986	+	C861	PF00628
1	155190050	155191339	ENSG00000279487	+	C861	PF00628
1	155195588	155209051	ENSG00000169231	-	C861	PF00628
1	155208699	155213824	ENSG00000173171	+	C861	PF00628
1	155234452	155244699	ENSG00000177628	-	C861	PF00628
1	155247205	155255483	ENSG00000160767	-	C861	PF00628
1	155255979	155262430	ENSG00000116521	-	C861	PF00628
1	155262868	155278491	ENSG00000176444	-	C861	PF00628
1	155277583	155289848	ENSG00000143630	+	C861	PF00628
1	155289839	155301434	ENSG00000143627	-	C861	PF00628
1	155308748	155320666	ENSG00000160752	+	C861	PF00628
1	155320896	155331114	ENSG00000160753	+	C861	PF00628
1	155913043	155934400	ENSG00000132680	-	C311	PF00071
1	155941710	155942949	ENSG00000173080	+	C311	PF00071
1	155946851	156007070	ENSG00000116584	-	C311	PF00071
1	156009048	156020959	ENSG00000163479	-	C311	PF00071
1	156035301	156053794	ENSG00000160803	-	C311	PF00071
1	156054752	156058510	ENSG00000116586	+	C311	PF00071
1	156241962	156243321	ENSG00000242252	+	C1411	PF03980
1	156243321	156243332	ENSG00000160781	-	C1411	PF03980
1	156815640	156816862	ENSG00000027869	-	C1652	PF07714
1	157830914	157898256	ENSG00000073754	-	C2101	PF13927
1	158610706	158686698	ENSG00000163554	-	C1978	PF13853
1	159203307	159206500	ENSG00000213088	+	C2102	PF13927
1	159313670	159314659	ENSG00000196266	-	C2044	PF13895
1	159313670	159314659	ENSG00000196266	-	C2102	PF13927
1	159439722	159440811	ENSG00000196184	+	C2044	PF13895
1	159439722	159440811	ENSG00000196184	+	C2102	PF13927
1	159535078	159536007	ENSG00000184155	-	C2044	PF13895
1	159535078	159536007	ENSG00000184155	-	C2102	PF13927
1	159587825	159588865	ENSG00000132703	+	C2044	PF13895
1	159587825	159588865	ENSG00000132703	+	C2102	PF13927
1	159712289	159714589	ENSG00000132693	-	C2044	PF13895
1	159712289	159714589	ENSG00000132693	-	C2102	PF13927
1	159780932	159782543	ENSG00000158716	+	C2044	PF13895
1	159780932	159782543	ENSG00000158716	+	C2102	PF13927
1	159826750	159837249	ENSG00000158714	+	C2102	PF13927
1	159854316	159855347	ENSG00000188004	-	C1616	PF07686
1	159834474	159855347	ENSG00000188004	-	C2102	PF13927
1	159857900	159873053	ENSG00000256029	-	C1616	PF07686
1	159857900	159873053	ENSG00000256029	-	C2102	PF13927
1	159872364	159900163	ENSG00000213085	-	C1616	PF07686
1	159872364	159900163	ENSG00000213085	-	C2102	PF13927
1	159918107	159925732	ENSG00000158710	-	C1616	PF07686
1	159918107	159925732	ENSG00000158710	-	C2102	PF13927
1	159927039	159945604	ENSG00000085552	-	C1616	PF07686
1	159998841	160070248	ENSG00000177807	-	C1616	PF07686
1	160027673	160031991	ENSG00000143315	-	C1001	PF01007
1	160027673	160031991	ENSG00000143315	-	C1616	PF07686
1	160081570	160090563	ENSG00000162728	+	C1616	PF07686
1	160115759	160143591	ENSG00000018625	+	C1616	PF07686
1	160151570	160186977	ENSG00000132681	+	C1616	PF07686
1	160190556	160201886	ENSG00000143318	+	C1616	PF07686
1	160205337	160215376	ENSG00000162734	+	C1616	PF07686
1	160217464	160262531	ENSG00000132716	-	C1446	PF04614
1	160215715	160262531	ENSG00000132716	-	C1616	PF07686
1	160217464	160285130	ENSG00000258465	-	C1616	PF07686
1	160276812	160286348	ENSG00000162735	-	C725	PF00400
1	160276812	160286348	ENSG00000162735	-	C1616	PF07686
1	160289273	160343400	ENSG00000122218	-	C1616	PF07686
1	160343272	160343400	ENSG00000162736	+	C725	PF00400
1	160343272	160358952	ENSG00000162736	+	C1616	PF07686
1	160367067	160372848	ENSG00000171786	+	C1616	PF07686
1	160400586	160428678	ENSG00000162738	+	C1616	PF07686
1	160541095	160579516	ENSG00000066294	-	C1616	PF07686
1	160608100	160647295	ENSG00000117090	-	C1616	PF07686
1	160739057	160754821	ENSG00000026751	+	C2043	PF13895
1	160796074	160828261	ENSG00000122224	+	C2043	PF13895
1	160830160	160862855	ENSG00000122223	-	C1616	PF07686
1	160876539	160885170	ENSG00000179914	-	C1616	PF07686
1	160945025	160954799	ENSG00000158764	-	C1616	PF07686
1	160995211	161021348	ENSG00000158769	-	C1616	PF07686
1	160997957	161038962	ENSG00000270149	-	C2103	PF13927
1	160997957	161038962	ENSG00000270149	-	C1616	PF07686
1	161037631	161038990	ENSG00000215845	-	C2103	PF13927
1	161037631	161038990	ENSG00000215845	-	C1616	PF07686
1	161039251	161045977	ENSG00000158773	-	C2103	PF13927
1	161039251	161045977	ENSG00000158773	-	C1616	PF07686
1	161046946	161069970	ENSG00000186517	-	C2103	PF13927
1	161046946	161069970	ENSG00000186517	-	C1616	PF07686
1	161065865	161066153	ENSG00000278883	+	C2103	PF13927
1	161065865	161066153	ENSG00000278883	+	C1616	PF07686
1	161098361	161100346	ENSG00000162755	+	C1616	PF07686
1	161100556	161118111	ENSG00000143256	-	C1616	PF07686
1	161118086	161125445	ENSG00000158793	+	C1616	PF07686
1	161120974	161132688	ENSG00000158796	-	C1616	PF07686
1	161152776	161158856	ENSG00000143222	+	C1616	PF07686
1	161159450	161165723	ENSG00000143258	+	C1616	PF07686
1	161166410	161178013	ENSG00000143224	+	C1616	PF07686
1	161171310	161177968	ENSG00000158850	-	C1616	PF07686
1	161184308	161199056	ENSG00000158859	-	C1616	PF07686
1	161197104	161214395	ENSG00000158864	+	C1616	PF07686
1	161215234	161220699	ENSG00000158869	+	C1616	PF07686
1	161222292	161223631	ENSG00000158874	-	C1616	PF07686
1	161225939	161230744	ENSG00000158882	+	C1616	PF07686
1	161229666	161238302	ENSG00000143257	-	C1616	PF07686
1	161258727	161285450	ENSG00000248485	+	C1616	PF07686
1	161524540	161526910	ENSG00000173110	+	C2042	PF13895
1	162365407	162370475	ENSG00000198929	+	C2210	PF15429
1	162373203	162376870	ENSG00000171722	-	C2210	PF15429
1	163266576	163321791	ENSG00000143228	+	C832	PF00615
1	169662007	169764705	ENSG00000000460	+	C64	PF00008
1	169662007	169764705	ENSG00000000460	+	C229	PF00059
1	169662007	169764705	ENSG00000000460	+	C362	PF00084
1	169690667	169711698	ENSG00000188404	-	C64	PF00008
1	173799550	173824720	ENSG00000120334	-	C900	PF00651
1	173824503	173858546	ENSG00000117593	+	C900	PF00651
1	175156987	175192999	ENSG00000235750	-	C154	PF00041
1	175156987	175192999	ENSG00000235750	-	C517	PF00147
1	182573634	182589256	ENSG00000135828	-	C830	PF00615
1	200623896	200669969	ENSG00000118197	-	C605	PF00225
1	200739558	200860704	ENSG00000118200	+	C605	PF00225
1	200872955	200874178	ENSG00000170128	+	C605	PF00225
1	200891048	200915735	ENSG00000163362	+	C605	PF00225
1	201373244	201399915	ENSG00000159166	-	C992	PF00992
1	205228176	205273343	ENSG00000133069	+	C281	PF00069
1	205336065	205357090	ENSG00000162873	-	C281	PF00069
1	205381378	205457091	ENSG00000186007	-	C281	PF00069
1	205597556	205631962	ENSG00000158711	-	C1633	PF07690
1	205789093	205813748	ENSG00000133065	-	C310	PF00071
1	205828022	205850132	ENSG00000162877	-	C310	PF00071
1	205913048	205943460	ENSG00000174502	-	C310	PF00071
1	206507530	206589448	ENSG00000266094	+	C282	PF00069
1	206571292	206612463	ENSG00000143486	-	C282	PF00069
1	212624474	212626778	ENSG00000162771	+	C556	PF00170
1	224385143	224437033	ENSG00000162923	-	C1370	PF03311
1	225886696	225911382	ENSG00000243709	-	C1395	PF03807
1	225886696	225911382	ENSG00000243709	-	C2137	PF14748
1	225886696	225924278	ENSG00000255835	-	C102	PF00019
1	225886696	225924278	ENSG00000255835	-	C922	PF00688
1	225919877	225924340	ENSG00000143811	-	C102	PF00019
1	225919877	225924340	ENSG00000143811	-	C922	PF00688
1	231626815	231819244	ENSG00000162946	+	C1234	PF01997
1	236795281	236903981	ENSG00000116984	+	C1943	PF13833
1	237004103	237004418	ENSG00000244020	-	C1943	PF13833
1	241590102	241595642	ENSG00000117009	+	C24	PF00001
1	241652278	241677376	ENSG00000162843	+	C24	PF00001
1	246945547	247078811	ENSG00000135747	-	C445	PF00096
1	246945547	247078811	ENSG00000135747	-	C2072	PF13912
1	247507058	247577690	ENSG00000169224	+	C1980	PF13853
1	247857199	247878205	ENSG00000162722	+	C1980	PF13853
10	1018907	1019936	ENSG00000107937	+	C658	PF00293
10	5684838	5763740	ENSG00000108021	+	C1839	PF12796
10	5765223	5842132	ENSG00000057608	-	C1839	PF12796
10	13643706	13655929	ENSG00000151474	-	C1307	PF02840
10	22316388	22320308	ENSG00000148444	+	C2090	PF13923
10	22316388	22320308	ENSG00000148444	+	C2250	PF16207
10	22321211	22329542	ENSG00000168283	+	C1549	PF07258
10	22534849	22714555	ENSG00000150867	-	C770	PF00514
10	37802823	37856310	ENSG00000283179	-	C447	PF00096
10	43556344	43574618	ENSG00000196793	-	C1093	PF01352
10	45972449	46003734	ENSG00000265354	+	C1136	PF01412
10	45972449	46003734	ENSG00000265354	+	C1840	PF12796
10	46005088	46030714	ENSG00000266412	-	C1136	PF01412
10	46005088	46030714	ENSG00000266412	-	C1840	PF12796
10	46033307	46046269	ENSG00000263639	-	C1136	PF01412
10	46033307	46046269	ENSG00000263639	-	C1840	PF12796
10	46286345	46330207	ENSG00000274209	+	C1136	PF01412
10	46286345	46330207	ENSG00000274209	+	C1840	PF12796
10	48909483	48914232	ENSG00000165383	-	C724	PF00400
10	48909483	48914232	ENSG00000165383	-	C1254	PF02138
10	50305586	50625163	ENSG00000198964	-	C2286	PF17048
10	50799409	50816495	ENSG00000148584	-	C2286	PF17048
10	68988721	69043544	ENSG00000198954	+	C644	PF00271
10	69088106	69104811	ENSG00000122862	+	C644	PF00271
10	69123512	69172861	ENSG00000122958	+	C644	PF00271
10	70771239	70785401	ENSG00000166220	-	C392	PF00090
10	70815961	70881173	ENSG00000166224	+	C392	PF00090
10	70882280	70888784	ENSG00000166228	-	C392	PF00090
10	73796514	73801797	ENSG00000214655	+	C919	PF00685
10	73796514	73801797	ENSG00000214655	+	C1796	PF12062
10	75099586	75109221	ENSG00000156671	+	C941	PF00782
10	79703227	79714681	ENSG00000188199	+	C225	PF00059
10	79703227	79714681	ENSG00000188199	+	C1126	PF01391
10	79841358	79850878	ENSG00000228570	+	C225	PF00059
