chr	start	end	name	strand	cluster_id	category
1	23381061	23424740	ENSG00000204219	-	C1715	PF08711
1	23743155	23762059	ENSG00000011007	+	C1715	PF08711
1	24119771	24143121	ENSG00000142677	-	C1030	PF01108
1	24154157	24187959	ENSG00000185436	-	C1030	PF01108
1	25272393	25330445	ENSG00000187010	+	C976	PF00909
1	25362249	25430192	ENSG00000188672	-	C976	PF00909
1	26111165	26125543	ENSG00000175087	+	C279	PF00069
1	26529761	26575030	ENSG00000117676	+	C279	PF00069
1	32221928	32231604	ENSG00000084623	+	C727	PF00400
1	32465057	32600792	ENSG00000254553	+	C2049	PF13909
1	32465057	32600792	ENSG00000254553	+	C901	PF00651
1	32465069	32496686	ENSG00000273274	+	C2049	PF13909
1	32465069	32496686	ENSG00000273274	+	C901	PF00651
1	32539427	32605939	ENSG00000160062	+	C901	PF00651
1	32651142	32686211	ENSG00000162521	+	C727	PF00400
1	33256545	33300719	ENSG00000160094	+	C443	PF00096
1	33472645	33496507	ENSG00000121903	+	C443	PF00096
1	34755047	34758512	ENSG00000189280	+	C127	PF00029
1	34759741	34763724	ENSG00000189433	+	C127	PF00029
1	34781189	34786369	ENSG00000188910	+	C127	PF00029
1	34792998	34795747	ENSG00000187513	+	C127	PF00029
1	34981533	35031741	ENSG00000271741	-	C1528	PF06467
1	34986165	35031968	ENSG00000163867	-	C2113	PF14291
1	34986165	35031968	ENSG00000163867	-	C1528	PF06467
1	35059786	35115859	ENSG00000197056	+	C1528	PF06467
1	35059786	35115859	ENSG00000197056	+	C2113	PF14291
1	35268967	35422058	ENSG00000146463	+	C1528	PF06467
1	35808172	35857890	ENSG00000134698	+	C1257	PF02171
1	35808172	35857890	ENSG00000134698	+	C1711	PF08699
1	35808172	35857890	ENSG00000134698	+	C2265	PF16486
1	35808172	35857890	ENSG00000134698	+	C2266	PF16487
1	35808172	35857890	ENSG00000134698	+	C2267	PF16488
1	35808172	35857890	ENSG00000134698	+	C1256	PF02170
1	35869808	35930528	ENSG00000092847	+	C2267	PF16488
1	35869808	35930528	ENSG00000092847	+	C1711	PF08699
1	35869808	35930528	ENSG00000092847	+	C2265	PF16486
1	35869808	35930528	ENSG00000092847	+	C2266	PF16487
1	35869808	35930528	ENSG00000092847	+	C1256	PF02170
1	35869808	35930528	ENSG00000092847	+	C1257	PF02171
1	35930718	36072500	ENSG00000126070	+	C2265	PF16486
1	35930718	36072500	ENSG00000126070	+	C1711	PF08699
1	35930718	36072500	ENSG00000126070	+	C2266	PF16487
1	35930718	36072500	ENSG00000126070	+	C2267	PF16488
1	35930718	36072500	ENSG00000126070	+	C1256	PF02170
1	35930718	36072500	ENSG00000126070	+	C1257	PF02171
1	38864501	38881617	ENSG00000274944	-	C128	PF00029
1	38874451	38881587	ENSG00000131233	-	C128	PF00029
1	39081316	39487177	ENSG00000127603	+	C1899	PF13499
1	39491646	39525935	ENSG00000183682	+	C921	PF00688
1	39491646	39525935	ENSG00000183682	+	C101	PF00019
1	39560816	39576790	ENSG00000090621	-	C339	PF00076
1	39624153	39639945	ENSG00000163909	-	C73	PF00010
1	39678648	39691689	ENSG00000116983	-	C1899	PF13499
1	39692182	39763914	ENSG00000084072	+	C339	PF00076
1	39757182	39788861	ENSG00000116985	-	C101	PF00019
1	39757182	39788861	ENSG00000116985	-	C921	PF00688
1	39895426	39902256	ENSG00000116990	-	C73	PF00010
1	40450102	40463718	ENSG00000187801	+	C444	PF00096
1	40450102	40463718	ENSG00000187801	+	C1090	PF01352
1	40450102	40463718	ENSG00000187801	+	C2071	PF13912
1	40477215	40496343	ENSG00000187815	+	C444	PF00096
1	40477215	40496343	ENSG00000187815	+	C1090	PF01352
1	40531561	40548169	ENSG00000117010	+	C1090	PF01352
1	40531561	40548169	ENSG00000117010	+	C444	PF00096
1	40531561	40548169	ENSG00000117010	+	C2071	PF13912
1	42153421	42155824	ENSG00000044012	+	C1250	PF02058
1	42162691	42164718	ENSG00000197273	-	C1250	PF02058
1	43172149	43254358	ENSG00000243710	+	C726	PF00400
1	43300993	43323108	ENSG00000066056	+	C155	PF00041
1	43337807	43352772	ENSG00000117400	+	C155	PF00041
1	43358955	43363203	ENSG00000117399	+	C726	PF00400
1	43525187	43623666	ENSG00000142949	+	C155	PF00041
1	45343883	45491166	ENSG00000070759	-	C280	PF00069
1	45786987	46036124	ENSG00000086015	+	C280	PF00069
1	46040140	46133036	ENSG00000117461	-	C2263	PF16454
1	46040140	46133036	ENSG00000117461	-	C90	PF00017
1	46043661	46176488	ENSG00000278139	-	C2263	PF16454
1	46043661	46176488	ENSG00000278139	-	C90	PF00017
1	46757838	46819413	ENSG00000142973	+	C247	PF00067
1	46929177	46941484	ENSG00000187048	-	C247	PF00067
1	47023568	47050751	ENSG00000186377	+	C247	PF00067
1	47067488	47118319	ENSG00000186160	+	C247	PF00067
1	47137435	47149741	ENSG00000162365	+	C247	PF00067
1	47416072	47418052	ENSG00000186790	+	C632	PF00250
1	47436017	47440691	ENSG00000186564	+	C632	PF00250
1	54132686	54200073	ENSG00000256407	-	C1742	PF09791
1	54169651	54200036	ENSG00000215883	-	C1742	PF09791
1	56854806	56918221	ENSG00000157131	+	C397	PF00090
1	56854806	56918221	ENSG00000157131	+	C1214	PF01823
1	56854806	56918221	ENSG00000157131	+	C216	PF00057
1	56929210	56966140	ENSG00000021852	-	C216	PF00057
1	56929210	56966140	ENSG00000021852	-	C397	PF00090
1	56929210	56966140	ENSG00000021852	-	C1214	PF01823
1	69568398	70151945	ENSG00000033122	+	C2010	PF13855
1	70144805	70205620	ENSG00000066557	-	C2010	PF13855
1	74198235	74543982	ENSG00000259030	+	C1651	PF07714
1	74198235	74543982	ENSG00000259030	+	C1837	PF12796
1	74235401	74544428	ENSG00000116783	+	C1837	PF12796
1	74235401	74544428	ENSG00000116783	+	C1651	PF07714
1	76074719	76634601	ENSG00000184005	+	C936	PF00777
1	76867441	77065711	ENSG00000117069	+	C936	PF00777
1	84925583	84997113	ENSG00000153898	-	C1674	PF08016
1	85018082	85048499	ENSG00000055732	-	C1674	PF08016
1	86424086	86456558	ENSG00000137975	+	C1692	PF08434
1	86468368	86500289	ENSG00000016490	+	C1692	PF08434
1	86547078	86580754	ENSG00000016602	+	C1692	PF08434
1	86914648	87109998	ENSG00000153936	+	C1383	PF03567
1	86993009	87169204	ENSG00000267561	+	C1383	PF03567
1	89006666	89022894	ENSG00000117226	-	C1273	PF02263
1	89006666	89022894	ENSG00000117226	-	C1308	PF02841
1	89052319	89065360	ENSG00000117228	-	C1273	PF02263
1	89052319	89065360	ENSG00000117228	-	C1308	PF02841
1	89106132	89150456	ENSG00000162645	-	C1308	PF02841
1	89106132	89150456	ENSG00000162645	-	C1273	PF02263
1	89131751	89176040	ENSG00000213512	-	C1273	PF02263
1	89131751	89176040	ENSG00000213512	-	C1308	PF02841
1	89181148	89198932	ENSG00000162654	-	C1308	PF02841
1	89181148	89198932	ENSG00000162654	-	C1273	PF02263
1	89258950	89272804	ENSG00000154451	-	C1273	PF02263
1	89258950	89272804	ENSG00000154451	-	C1308	PF02841
1	89364058	89386461	ENSG00000183347	+	C1273	PF02263
1	89364058	89386461	ENSG00000183347	+	C1308	PF02841
1	89524836	89597864	ENSG00000197147	+	C1810	PF12534
1	89524836	89597864	ENSG00000197147	+	C1869	PF13306
1	89524836	89597864	ENSG00000197147	+	C2009	PF13855
1	89633072	89769903	ENSG00000171488	+	C2009	PF13855
1	89633072	89769903	ENSG00000171488	+	C1810	PF12534
1	89633072	89769903	ENSG00000171488	+	C1869	PF13306
1	89633140	89933250	ENSG00000271949	+	C1810	PF12534
1	89821014	89936611	ENSG00000171492	+	C1810	PF12534
1	89821014	89936611	ENSG00000171492	+	C2009	PF13855
1	92080305	92184725	ENSG00000189195	+	C2203	PF15363
1	92167857	92184330	ENSG00000069712	+	C2203	PF15363
1	93992835	94121132	ENSG00000198691	-	C60	PF00005
1	94418455	94518666	ENSG00000117528	+	C60	PF00005
1	95117338	95197607	ENSG00000152078	+	C1393	PF03798
1	95117923	95247225	ENSG00000271092	+	C1393	PF03798
1	98890245	99005032	ENSG00000117598	-	C1178	PF01569
1	99263953	99309590	ENSG00000117600	+	C1178	PF01569
1	99850084	99924023	ENSG00000162688	+	C1511	PF06202
1	99850084	99924023	ENSG00000162688	+	C2132	PF14701
1	99850084	99924023	ENSG00000162688	+	C2133	PF14702
1	99850084	99924023	ENSG00000162688	+	C2131	PF14699
1	99861472	99921651	ENSG00000283495	+	C2133	PF14702
1	99861472	99921651	ENSG00000283495	+	C2131	PF14699
1	99861472	99921651	ENSG00000283495	+	C1511	PF06202
1	99861472	99921651	ENSG00000283495	+	C2132	PF14701
1	103553815	103579534	ENSG00000240038	+	C506	PF00128
1	103553815	103579534	ENSG00000240038	+	C1302	PF02806
1	103616811	103625780	ENSG00000243480	+	C506	PF00128
1	103616811	103625780	ENSG00000243480	+	C1302	PF02806
1	103655290	103664554	ENSG00000237763	+	C506	PF00128
1	103655290	103664554	ENSG00000237763	+	C1302	PF02806
1	103687415	103696680	ENSG00000174876	-	C506	PF00128
1	103687415	103696680	ENSG00000174876	-	C1302	PF02806
1	103750406	103758690	ENSG00000187733	+	C506	PF00128
1	103750406	103758690	ENSG00000187733	+	C1302	PF02806
1	108223341	108244081	ENSG00000196427	-	C1541	PF06758
1	108376119	108471002	ENSG00000186086	+	C1541	PF06758
1	108815898	108858228	ENSG00000162641	-	C1808	PF12443
1	108837660	108963484	ENSG00000274068	-	C1808	PF12443
1	109292365	109307041	ENSG00000221986	-	C1597	PF07679
1	109504175	109509738	ENSG00000181754	-	C1597	PF07679
1	109548611	109618321	ENSG00000065135	+	C764	PF00503
1	109603267	109619929	ENSG00000134183	-	C764	PF00503
1	109656081	109674836	ENSG00000168765	+	C2115	PF14497
1	109656081	109674836	ENSG00000168765	+	C1300	PF02798
1	109656081	109674836	ENSG00000168765	+	C160	PF00043
1	109668022	109709551	ENSG00000213366	+	C1300	PF02798
1	109668022	109709551	ENSG00000213366	+	C160	PF00043
1	109687814	109709039	ENSG00000134184	+	C1300	PF02798
1	109687814	109709039	ENSG00000134184	+	C2115	PF14497
1	109712255	109775428	ENSG00000134201	+	C1300	PF02798
1	109712255	109775428	ENSG00000134201	+	C160	PF00043
1	109733932	109741038	ENSG00000134202	-	C1300	PF02798
1	109733932	109741038	ENSG00000134202	-	C160	PF00043
1	110211343	110283100	ENSG00000116396	+	C781	PF00520
1	110211343	110283100	ENSG00000116396	+	C1267	PF02214
1	110517217	110519175	ENSG00000143105	-	C1267	PF02214
1	110517217	110519175	ENSG00000143105	-	C781	PF00520
1	110593580	110631474	ENSG00000177301	-	C1267	PF02214
1	110593580	110631474	ENSG00000177301	-	C781	PF00520
1	110672465	110675033	ENSG00000177272	-	C1267	PF02214
1	110672465	110675033	ENSG00000177272	-	C781	PF00520
1	111200771	111243440	ENSG00000064886	+	C928	PF00704
1	111290862	111320566	ENSG00000134216	+	C928	PF00704
1	111414314	111427777	ENSG00000085465	-	C928	PF00704
1	111483348	111563962	ENSG00000121933	-	C1	PF00001
1	111499429	111503760	ENSG00000282608	-	C1	PF00001
1	112701106	112707434	ENSG00000155366	-	C307	PF00071
1	112702614	112711433	ENSG00000271810	-	C307	PF00071
1	112702614	112711433	ENSG00000271810	-	C756	PF00481
1	112709994	112715477	ENSG00000155367	-	C756	PF00481
1	116574399	116667755	ENSG00000143061	-	C1614	PF07686
1	116754385	116769228	ENSG00000116824	+	C1614	PF07686
1	116910057	116990358	ENSG00000134247	+	C1614	PF07686
1	117001750	117036476	ENSG00000134256	+	C1614	PF07686
1	117143587	117210960	ENSG00000134258	-	C1614	PF07686
1	119414931	119423035	ENSG00000203859	+	C1022	PF01073
1	119507198	119515054	ENSG00000203857	+	C1022	PF01073
1	144372875	144373659	ENSG00000271567	-	C528	PF00160
1	144592868	144593527	ENSG00000279782	+	C528	PF00160
1	145866560	145885866	ENSG00000198483	-	C1838	PF12796
1	145959442	145964582	ENSG00000272031	-	C1838	PF12796
1	146113652	146229000	ENSG00000213240	-	C63	PF00008
1	146113652	146229000	ENSG00000213240	-	C1561	PF07645
1	146146203	146229026	ENSG00000264343	-	C1561	PF07645
1	146146203	146229026	ENSG00000264343	-	C63	PF00008
1	147756199	147773362	ENSG00000265107	-	C129	PF00029
1	147907956	147909257	ENSG00000121634	+	C129	PF00029
1	148102046	148152322	ENSG00000263956	-	C1542	PF06758
1	148531385	148679751	ENSG00000270629	-	C1542	PF06758
1	148808181	149048286	ENSG00000178104	+	C1542	PF06758
1	149054027	149103561	ENSG00000269713	-	C1542	PF06758
1	149390623	149556361	ENSG00000271383	+	C1542	PF06758
1	149782689	149812373	ENSG00000203814	-	C500	PF00125
1	149813271	149813681	ENSG00000183598	-	C500	PF00125
1	149832659	149839767	ENSG00000270882	+	C2215	PF15511
1	149839538	149841193	ENSG00000203811	-	C500	PF00125
1	149842188	149842736	ENSG00000203812	-	C2252	PF16211
1	149842188	149842736	ENSG00000203812	-	C500	PF00125
1	149851061	149851624	ENSG00000272196	+	C2252	PF16211
1	149851061	149851624	ENSG00000272196	+	C500	PF00125
1	149852619	149854274	ENSG00000203852	+	C500	PF00125
1	149854045	149861210	ENSG00000270276	-	C2215	PF15511
1	149884459	149886652	ENSG00000184678	-	C500	PF00125
1	149886975	149887364	ENSG00000184260	+	C500	PF00125
1	149886975	149887364	ENSG00000184260	+	C2252	PF16211
1	149887524	149887916	ENSG00000184270	-	C2252	PF16211
1	149887524	149887916	ENSG00000184270	-	C500	PF00125
1	150730196	150765957	ENSG00000163131	-	C1686	PF08246
1	150730196	150765957	ENSG00000163131	-	C497	PF00112
1	150796208	150808323	ENSG00000143387	-	C1686	PF08246
1	150796208	150808323	ENSG00000143387	-	C497	PF00112
1	151847263	151853697	ENSG00000196407	-	C1345	PF03061
1	151873584	151909808	ENSG00000159445	-	C1345	PF03061
1	151982915	151994390	ENSG00000197747	-	C1007	PF01023
1	152032506	152047907	ENSG00000163191	-	C1007	PF01023
1	152084144	152089064	ENSG00000182898	-	C1007	PF01023
1	152106317	152115454	ENSG00000159450	-	C1007	PF01023
1	152153595	152159228	ENSG00000215853	-	C1007	PF01023
1	152212082	152224193	ENSG00000197915	-	C1007	PF01023
1	152302175	152325203	ENSG00000143631	-	C1007	PF01023
1	152348735	152360006	ENSG00000143520	-	C1007	PF01023
1	152409243	152414263	ENSG00000143536	-	C1007	PF01023
1	152510844	152512177	ENSG00000186207	+	C2129	PF14672
1	152565654	152566772	ENSG00000185966	-	C2129	PF14672
1	152579381	152580504	ENSG00000163202	-	C2129	PF14672
1	152600662	152601086	ENSG00000244057	+	C2129	PF14672
1	152613811	152614098	ENSG00000187238	+	C2129	PF14672
1	152622834	152623103	ENSG00000185962	-	C2129	PF14672
1	152663396	152664659	ENSG00000187223	+	C2129	PF14672
1	152675295	152676574	ENSG00000187180	+	C2129	PF14672
1	152686123	152687401	ENSG00000159455	+	C2129	PF14672
1	152698364	152699442	ENSG00000187173	+	C2129	PF14672
1	152708160	152709491	ENSG00000187170	+	C2129	PF14672
1	152776372	152776728	ENSG00000240386	+	C2129	PF14672
1	152786214	152788426	ENSG00000186226	+	C2129	PF14672
1	152796751	152798181	ENSG00000172155	+	C2129	PF14672
1	152804835	152806628	ENSG00000197084	-	C2129	PF14672
1	152811971	152813109	ENSG00000196734	+	C2129	PF14672
1	152827473	152827894	ENSG00000186844	+	C2129	PF14672
1	152985231	152985500	ENSG00000169474	+	C1280	PF02389
1	153001747	153003856	ENSG00000163209	+	C1280	PF02389
1	153031202	153032900	ENSG00000169469	+	C1280	PF02389
1	153039725	153041931	ENSG00000163216	-	C2141	PF14820
1	153056113	153057537	ENSG00000241794	-	C2141	PF14820
1	153070224	153070840	ENSG00000196805	-	C2141	PF14820
1	153093135	153106184	ENSG00000203785	-	C2141	PF14820
1	153112114	153113515	ENSG00000244094	-	C2141	PF14820
1	153149582	153150869	ENSG00000159516	-	C2141	PF14820
1	153297862	153310718	ENSG00000159527	-	C1166	PF01510
1	153330120	153348840	ENSG00000163218	-	C1166	PF01510
1	153357854	153361027	ENSG00000163220	+	C1008	PF01023
1	153373706	153375649	ENSG00000163221	-	C1008	PF01023
1	153390032	153391188	ENSG00000143546	-	C1008	PF01023
1	153416524	153423225	ENSG00000184330	+	C1008	PF01023
1	153437058	153439949	ENSG00000197364	-	C1008	PF01023
1	153457744	153460701	ENSG00000143556	-	C1008	PF01023
1	153534599	153536244	ENSG00000197956	-	C1008	PF01023
1	153537147	153541765	ENSG00000196420	-	C1008	PF01023
1	153543613	153550136	ENSG00000196154	-	C1008	PF01023
1	153547329	153549372	ENSG00000188015	-	C1008	PF01023
1	153561108	153567890	ENSG00000196754	-	C1008	PF01023
1	153606886	153613145	ENSG00000188643	-	C1008	PF01023
1	153614255	153616986	ENSG00000189334	-	C1008	PF01023
1	153618787	153631360	ENSG00000189171	-	C1008	PF01023
1	153627926	153632039	ENSG00000160678	+	C1008	PF01023
1	154469772	154502113	ENSG00000169291	-	C92	PF00017
1	154957026	154963853	ENSG00000163348	-	C861	PF00628
1	154962298	154974395	ENSG00000160691	-	C92	PF00017
1	155018520	155033781	ENSG00000163354	-	C1658	PF07782
1	155033824	155050930	ENSG00000163357	+	C1658	PF07782
1	155063731	155069553	ENSG00000243364	+	C951	PF00812
1	155063748	155086807	ENSG00000251246	+	C951	PF00812
1	155078872	155087538	ENSG00000143590	+	C951	PF00812
1	155127460	155134857	ENSG00000169242	+	C951	PF00812
1	155335268	155562807	ENSG00000116539	-	C861	PF00628
1	155897808	155911404	ENSG00000143622	-	C311	PF00071
1	156061160	156070514	ENSG00000132698	+	C311	PF00071
1	156212982	156243332	ENSG00000260238	+	C1411	PF03980
1	156212993	156240042	ENSG00000160783	+	C1411	PF03980
1	156619294	156625725	ENSG00000132702	+	C580	PF00193
1	156619294	156625725	ENSG00000132702	+	C1615	PF07686
1	156641390	156659532	ENSG00000132692	+	C1615	PF07686
1	156641390	156659532	ENSG00000132692	+	C580	PF00193
1	156815640	156881850	ENSG00000198400	+	C1652	PF07714
1	156840063	156859018	ENSG00000027644	-	C1652	PF07714
1	157092044	157099808	ENSG00000253831	-	C566	PF00178
1	157121191	157138474	ENSG00000117036	-	C566	PF00178
1	157513377	157552520	ENSG00000143297	-	C2040	PF13895
1	157573749	157598080	ENSG00000163518	-	C2040	PF13895
1	157573749	157598080	ENSG00000163518	-	C196	PF00047
1	157674321	157700857	ENSG00000160856	-	C2040	PF13895
1	157674321	157700857	ENSG00000160856	-	C196	PF00047
1	157745733	157777132	ENSG00000132704	-	C2040	PF13895
1	157745733	157777132	ENSG00000132704	-	C2101	PF13927
1	157794403	157820105	ENSG00000163534	-	C2040	PF13895
1	157794403	157820105	ENSG00000163534	-	C2101	PF13927
1	157993273	158100262	ENSG00000183853	+	C2101	PF13927
1	158179947	158184896	ENSG00000158473	+	C1575	PF07654
1	158179947	158184896	ENSG00000158473	+	C2270	PF16497
1	158254137	158258269	ENSG00000158477	+	C2270	PF16497
1	158254137	158258269	ENSG00000158477	+	C1575	PF07654
1	158289786	158293630	ENSG00000158481	+	C2270	PF16497
1	158289786	158293630	ENSG00000158481	+	C1575	PF07654
1	158327951	158331531	ENSG00000158485	-	C2270	PF16497
1	158327951	158331531	ENSG00000158485	-	C1575	PF07654
1	158353696	158357553	ENSG00000158488	+	C1575	PF07654
1	158353696	158357553	ENSG00000158488	+	C2270	PF16497
1	158398522	158399466	ENSG00000186306	-	C1978	PF13853
1	158419928	158420866	ENSG00000180708	-	C1978	PF13853
1	158465562	158466503	ENSG00000173285	+	C1978	PF13853
1	158479878	158480885	ENSG00000198965	+	C1978	PF13853
1	158547128	158548105	ENSG00000197532	-	C1978	PF13853
1	158562651	158563604	ENSG00000186440	-	C1978	PF13853
1	158606439	158607380	ENSG00000198967	+	C1978	PF13853
1	158699678	158700652	ENSG00000196171	-	C1978	PF13853
1	158717168	158718163	ENSG00000203757	-	C1978	PF13853
1	158754720	158755891	ENSG00000180433	+	C1978	PF13853
1	158765744	158766682	ENSG00000197403	-	C1978	PF13853
1	158776682	158777635	ENSG00000188340	-	C1978	PF13853
1	158831317	158849506	ENSG00000163563	+	C1296	PF02758
1	158831317	158849506	ENSG00000163563	+	C1298	PF02760
1	158930796	158977054	ENSG00000163564	+	C1296	PF02758
1	158930796	158977054	ENSG00000163564	+	C1298	PF02760
1	158999968	159055155	ENSG00000163565	+	C1296	PF02758
1	158999968	159055155	ENSG00000163565	+	C1298	PF02760
1	159062484	159147096	ENSG00000163568	-	C1296	PF02758
1	159062484	159147096	ENSG00000163568	-	C1298	PF02760
1	159171609	159203313	ENSG00000162706	+	C2102	PF13927
1	159289714	159308224	ENSG00000179639	+	C2102	PF13927
1	159289714	159308224	ENSG00000179639	+	C2044	PF13895
1	159313670	159314659	ENSG00000196266	-	C1979	PF13853
1	159439722	159440811	ENSG00000196184	+	C1979	PF13853
1	159535078	159536007	ENSG00000184155	-	C1979	PF13853
1	159587825	159588865	ENSG00000132703	+	C682	PF00354
1	159712289	159714589	ENSG00000132693	-	C682	PF00354
1	159800511	159816251	ENSG00000181036	+	C2044	PF13895
1	159800511	159816251	ENSG00000181036	+	C2102	PF13927
